math,eng,gender,class
0.6717269282602477,0.7058054086026464,M,A
0.6715739292239626,0.42264857766367947,M,C
0.7149031648599593,0.4516073020180379,M,B
0.7593377772269443,0.5048348190035566,M,B
0.6655410875072438,0.594260930715421,M,A
0.6392611559904245,0.5409371635114524,M,C
0.664975441034783,0.5389441469440664,M,A
0.5789115541023275,0.28355791891397353,M,B
0.5976370987426609,0.5452612296404759,M,A
0.7291067223446154,0.563036006508074,M,A
0.5632286782017051,0.4969269989360721,M,A
0.7274984118273576,0.4608712161152464,M,A
0.693095819498816,0.5137624333561563,M,B
0.7403425924829002,0.611178676781393,M,A
0.7364411104336607,0.5326479136933785,M,B
0.5172890307336058,0.5009519200596377,M,A
0.7592015462757281,0.6099942155049709,M,C
0.5274526681136038,0.27188180666128714,M,B
0.6499872001478041,0.6081160531040156,M,C
0.6903655851348383,0.41248340538712747,M,A
0.5592881963223597,0.24851813180014337,M,B
0.7897993680852381,0.7447429517944623,M,A
0.47660303712009644,0.311094058314462,M,A
0.752074288728243,0.4196137279697869,M,B
0.6481343882556891,0.45026364904330235,M,C
0.8319691463704506,0.5430342975281643,M,C
0.7312299513055851,0.4520239897926425,M,B
0.5424329722440666,0.3455043842306246,M,B
0.702232821111827,0.5835063241328355,M,B
0.8133267365904877,0.40140413878313425,M,C
0.7499019212979332,0.43175522371283037,M,C
0.604411283878045,0.3250484925725965,M,A
0.5820718074845193,0.5186966056268916,M,A
0.7200058222140211,0.5873617389973849,M,C
0.697242081197481,0.6007915043639759,M,C
0.6364699569821051,0.4051121539429428,M,C
0.687729028101295,0.45420313200578116,M,B
0.8532450016230513,0.6205083503546259,M,B
0.7708891026304295,0.46553031037358794,M,B
0.716054804155399,0.5268312731292781,M,A
0.6195565635615645,0.4560653028107506,M,C
0.7708271201754512,0.47136773471267,M,C
0.8181226103590322,0.5382208190682647,M,B
0.6638362717673685,0.574636514127909,M,A
0.7725256301284474,0.6056721135907399,M,C
0.8215040842957918,0.6250796181553092,M,B
0.630107814305024,0.4530663735347425,M,A
0.6575499204677436,0.4786376195886885,M,B
0.763036121940243,0.6576634168108629,M,C
0.5977128180375388,0.2636607571092237,M,C
0.8020779234392418,0.5945091743830877,M,B
0.8152553433335882,0.6398184140365563,M,B
0.636451018679971,0.4402973797338292,M,A
0.5487508533135018,0.4398656504429507,M,B
0.6023266660227465,0.33838060491322175,M,A
0.8103733392378335,0.43219799327053304,M,A
0.5975883512093467,0.4053153115494621,M,A
0.6441529262201056,0.4413738588446757,M,A
0.6545919650584878,0.6401924846091521,M,A
0.7869012574870196,0.43089323052443496,M,A
0.7365747396367127,0.5159846059877795,M,C
0.6417328437674032,0.474938794635795,M,A
0.8208209522405796,0.6174276694298876,M,A
0.7224375720484237,0.439113688924166,M,A
0.781336915512012,0.5207922110126051,M,B
0.7153280855817548,0.43339591745269385,M,C
0.656797882823146,0.6508334171873108,M,B
0.816131190108319,0.44656292612755333,M,B
0.7100711454093499,0.6543208711369851,M,B
0.8537422581378584,0.5655437307851626,M,B
0.7027796844613613,0.3414647145642892,M,B
0.5452936159472167,0.4066589951280941,M,A
0.7437609051343592,0.5091065444431663,M,B
0.5935051273163339,0.4375346119821667,M,A
0.6748730571611055,0.5916855214396762,M,C
0.9102772337979446,0.6643155595140282,M,A
0.7339682722035332,0.5819170512720935,M,B
0.7481360364494077,0.7098545230235975,M,A
0.6660205535626474,0.35919347171729377,M,C
0.9346401959998947,0.581584890177111,M,C
0.5963022281588441,0.4158112620561617,M,C
1.0,0.535582843875964,M,C
0.6794809060999524,0.44117112294828387,M,C
0.835614010312351,0.5433689108969028,M,B
0.611429479313107,0.4277618764005677,M,B
0.6066114094836563,0.33514509210921994,M,B
0.7775123062396823,0.6497575818216508,M,C
0.703762258943119,0.41332560531959234,M,B
0.7801596913348594,0.6941268320063427,M,B
0.7411494418174539,0.40996401847342134,M,A
0.6086986076217102,0.40097629609859886,M,B
0.676214537303321,0.49429451211656483,M,A
0.6077280933669761,0.3505207288666232,M,B
0.7788131288887133,0.5258421371451661,M,C
0.6646770288575613,0.45281281779812094,M,C
0.6291180103910315,0.2929386992126467,M,A
0.7318926598710521,0.6144113189355225,M,B
0.7217534115709466,0.616517725895073,M,C
0.5556603347135647,0.47038830428755907,M,C
0.7823740657336342,0.5387641833648531,M,B
0.8378079036158469,0.7166937536651028,M,A
0.7984433173161217,0.6183176347699368,M,A
0.42431297783294764,0.370200423513661,M,C
0.721739008014023,0.4795294130803601,M,A
0.7036216141521575,0.4508673734575981,M,C
0.5912349906433806,0.5377320083135765,M,A
0.7216013596242528,0.44034758320513434,M,A
0.7548167132552197,0.5087954694391116,M,C
0.7605531473776781,0.40871970711912575,M,B
0.5309158529641045,0.3866456928620277,M,A
0.6529032061954794,0.4540416696866444,M,C
0.7971330578490899,0.5654785819758079,M,C
0.8344098835441498,0.5557582852893229,M,C
0.7130720827155796,0.5415183259633266,M,B
0.740254616602469,0.4044438777552113,M,A
0.6671157577136251,0.5527629127319678,M,B
0.6649649028100317,0.5004839588140036,M,A
0.700420308745226,0.7076404631092655,M,C
0.70881456252773,0.45749399593485685,M,C
0.7152073857640244,0.422874620784724,M,B
0.5876282532346842,0.33173105585285056,M,A
0.8512172713043387,0.5300580857964368,M,B
0.6662958994021245,0.5350878347448922,M,A
0.8062830401527976,0.6115480114076751,M,C
0.6110672913732696,0.4814900301149944,M,A
0.62088010008991,0.5311515844884749,M,B
0.6866874819193375,0.43204276625710253,M,A
0.6817338621224251,0.5935799252311683,M,C
0.5578984436202808,0.42224612570212366,M,A
0.7532651203577168,0.6182102945722219,M,B
0.7180319532858072,0.5172140542146364,M,A
0.7717235180961243,0.560306414917454,M,B
0.7512072423547429,0.660820466317585,M,A
0.7030911112512442,0.6713510860784864,M,B
0.7868891098972404,0.5381415186409754,M,A
0.6722988902055017,0.43933138843277875,M,B
0.5104715344337383,0.43858756816412375,M,C
0.8101624307334876,0.7464002500507505,M,B
0.8170225468424226,0.5294313230724953,M,B
0.6933985947262683,0.449453625807598,M,C
0.7006018758760835,0.5282642090677625,M,B
0.6934495728654224,0.4151563427191037,M,A
0.6248790949072364,0.5197724717990908,M,B
0.7423689128186619,0.6802855741568715,M,B
0.599872224276767,0.514222540649083,M,A
0.8306009948906543,0.7146363515443281,M,B
0.7049446951015952,0.6109806361547822,M,A
0.7521786033293286,0.604269042700416,M,B
0.6122526695789859,0.34182704625830757,M,B
0.5322311569969103,0.4565407702097308,M,A
0.7120832183399363,0.3606232520410428,M,C
0.6615079087763635,0.4151952830791168,M,B
0.7649646780604674,0.5974972471724306,M,A
0.7109837308048408,0.44710123102955035,M,A
0.6565101897548972,0.40357545243739346,M,A
0.5714520366867872,0.3594288534145422,M,C
0.6899788199769089,0.5879978864180478,M,C
0.6850679830024242,0.4580331103777698,M,B
0.592412047882195,0.2560850699633366,M,A
0.8213893332920608,0.6904220665765737,M,B
0.8436297498622323,0.5065523566216525,M,C
0.6550954225556322,0.5009387316736533,M,A
0.6326453921681436,0.383460262368717,M,A
0.7544554323681155,0.5096073284930337,M,B
0.7889575851817261,0.5162589500652248,M,B
0.6185375721004833,0.4204726633382307,M,A
0.7303764890893512,0.5488946949663038,M,B
0.7870424355455343,0.6799810043878387,M,A
0.8415525952557424,0.6054030047391598,M,C
0.6664279240413427,0.5645156202518958,M,C
0.7230200236792341,0.5433416386177222,M,A
0.815373213341474,0.557738131354184,M,C
0.6573119828184668,0.4571094804981342,M,C
0.48017576268345946,0.24144109575099743,M,B
0.6659520939255172,0.23661444523330283,M,C
0.6913625977108586,0.5738283421289356,M,B
0.7644672162461135,0.46002896257921616,M,A
0.799683508522028,0.5125010156172956,M,C
0.6876249910938976,0.5408623443300884,M,B
0.5779921588552577,0.4512558007327533,M,A
0.7744478759546154,0.3504012328288809,M,B
0.9060681002411657,0.6658563160376609,M,B
0.6287535334437429,0.39395199260443936,M,B
0.6727643281119395,0.5788818634947022,M,A
0.6996150289196861,0.4156685250577957,M,B
0.697932308278761,0.4127304621237694,M,B
0.6933941881760415,0.6079139809536089,M,C
0.6462596994642021,0.36636009133943603,M,A
0.816097296993018,0.6521882295963154,M,A
0.7294829619947298,0.5130971821021288,M,C
0.5522492210472031,0.4453360290711094,M,C
0.7008654144974267,0.6564453113674742,M,C
0.6848632531141428,0.5005624114136789,M,B
0.7120049272511676,0.5345108607410168,M,B
0.8360867552359739,0.509801310303228,M,B
0.796022450435349,0.5787843548937661,M,C
0.5901458982188078,0.3625738550556603,M,C
0.9221978234548627,0.7566771867155947,M,C
0.5626370494639346,0.4893986685615686,M,B
0.6202937644606898,0.5406531575328255,M,A
0.5921601782051068,0.3310310583657391,M,A
0.764278581659136,0.4405768719176513,M,A
0.7521539004521782,0.42218366686273884,M,C
0.6827342137775945,0.49520955000804967,M,B
0.7685184496965941,0.6456496093535347,M,A
0.6507208657878982,0.4022144431011794,M,C
0.7031362924960423,0.4021304592094479,M,C
0.6667830938084041,0.535678165074645,M,A
0.5077248295200987,0.3726406883266631,M,C
0.6546802252695274,0.31940773902805,M,B
0.6747927635945489,0.5291028900943477,M,C
0.758286166907947,0.5318328573038997,M,C
0.8573408010590295,0.5305789017873961,M,B
0.7094916991947107,0.6196603613603023,M,C
0.7367721577608988,0.5174196193692842,M,C
0.7103987528391814,0.30378668690576766,M,A
0.5582800429833119,0.40718264377801106,M,A
0.6685426663945897,0.5296429341134973,M,B
0.7414760581395571,0.5582028090484354,M,B
0.47233321351266067,0.5960503309894061,M,A
0.7349399785949395,0.5950932608811859,M,C
0.7471119034127363,0.6304139594787537,M,C
0.6557177111629592,0.46544598704259643,M,B
0.6874077946922624,0.37825581073582226,M,A
0.5902081736304268,0.3021217062940498,M,C
0.6794749051783069,0.49989548883385293,M,A
0.7369190645263887,0.41005292872434207,M,C
0.9478622612710198,0.7553232461763482,M,B
0.5380924689064303,0.3657886420794506,M,C
0.6302676115177835,0.43704901417394293,M,B
0.5551128973187038,0.5939613429886859,M,A
0.722052656662208,0.5705606361231528,M,B
0.7213077909880051,0.5691532686804509,M,B
0.5775623394256353,0.29725715361610416,M,A
0.5857118747181712,0.46038817288044215,M,B
0.7296430548841797,0.5498394124809232,M,B
0.508270902129368,0.402093892303904,M,B
0.7761143096572881,0.4944846719128927,M,C
0.6889105617871835,0.6464279393996419,M,C
0.7452609009504105,0.3706177722761862,M,B
0.8007534176518971,0.5735449996932243,M,C
0.7563920805801636,0.5703370725591734,M,B
0.9466347215945521,0.6671609597181202,M,B
0.681924976121291,0.4247694099594559,M,B
0.6018213260455761,0.5741166452639423,M,A
0.5948185191273478,0.4852823071997344,M,A
0.6307622081087555,0.3504156041510461,M,B
0.7078207739050859,0.5252416885864434,M,B
0.7765347985491902,0.559744081071531,M,C
0.6840573705551806,0.5606928844794891,M,B
0.5505641577171618,0.43339662355936487,M,A
0.7751675990351816,0.4395706675122561,M,C
0.6336632557723568,0.4590258436399345,M,B
0.7784122071820175,0.5077387077823785,M,A
0.7661809567587556,0.40194449006232447,M,A
0.5495057283089204,0.4298481107595624,M,C
0.6674970488266392,0.4628561721354194,M,B
0.609217892195923,0.5455026593699579,M,A
0.7372381162939624,0.4518553714263977,M,B
0.8306141184096253,0.47428273079759736,M,C
0.6323976482669905,0.4826615129983782,M,B
0.7243277755827902,0.3963697760444497,M,C
0.7330794653020648,0.5567352741159675,M,B
0.659101882807255,0.5287762969562132,M,B
0.6974092711478066,0.3956296208883501,M,C
0.7280455368512937,0.5602726723204107,M,A
0.7081014150874884,0.4515948045067929,M,B
0.6533649481076163,0.42236963854022935,M,B
0.7221830704509248,0.5046688142918195,M,B
0.7485158871918671,0.4432072152575915,M,C
0.6342091952973199,0.3946233053747106,M,A
0.5306241779924248,0.46846858951207976,M,C
0.7411426196203801,0.6193910647235812,M,A
0.869910159645194,0.45703307176101365,M,B
0.7660195381434934,0.5995030813095841,M,A
0.9052806897720621,0.5702935274989533,M,A
0.792877022785774,0.5062606828665083,M,A
0.7240319156361803,0.45825505139353606,M,A
0.6313653667146908,0.5433502461205498,M,A
0.8159988818238504,0.5071789170674345,M,A
0.5806344650417868,0.33772690428043434,M,C
0.5834416109598348,0.26802055688848875,M,A
0.7266606128390193,0.46180806997849944,M,A
0.8978879002496963,0.729089576782876,M,A
0.7767688862280501,0.42970549355094434,M,C
0.6554562563410453,0.5488187429844843,M,A
0.7354232186085204,0.42481971863010615,M,B
0.8588581701271907,0.4832902730372634,M,A
0.6578639402676127,0.6153563784674989,M,B
0.7113016543193527,0.46610969596954016,M,C
0.7541376637801757,0.47112362632299454,M,B
0.6415398984321388,0.289982318014901,M,B
0.7357986329631026,0.6857344503875882,M,A
0.6117213353085248,0.6983457990000849,M,B
0.792555924649881,0.5873052476658367,M,C
0.6681560728107425,0.601783821680852,M,B
0.762334807444051,0.5212117011150584,M,A
0.7075486498420835,0.5081397418188758,M,A
0.6354469985823017,0.3499137947112076,M,A
0.6889723485460187,0.4667644317678777,M,B
0.8091689191482192,0.5168981015529642,M,B
0.6037903677642887,0.30918289903401996,M,C
0.7756961585286264,0.5619936309891747,M,C
0.9287021856938297,0.6220421462967346,M,B
0.6712204652021052,0.36046288000304505,M,C
0.6819576212664652,0.4490364514467797,M,C
0.7597371011249747,0.5033224402012016,M,C
0.6519662422079358,0.5866534328431318,M,B
0.6512566403349498,0.30622968302103737,M,C
0.5330265562444861,0.3690229311486821,M,C
0.6963389161838476,0.6767358782814341,M,C
0.5065353825679977,0.3687053036638507,M,A
0.5791336667593596,0.3156963815281836,M,C
0.5531471949768025,0.3910540178814945,M,C
0.7508920444230924,0.46822118827807385,M,A
0.8107173191785091,0.6295433038594992,M,C
0.8051180143145606,0.7109881403052015,M,A
0.5911281575547347,0.43987624022609256,M,C
0.7502446644408413,0.6522670090865176,M,A
0.6238568019612257,0.41576166033600515,M,A
0.652529105599069,0.5054454876350867,M,B
0.6213667881784714,0.5626287207810375,M,B
0.7638185506947922,0.606359019969664,M,A
0.6118814489058432,0.3437386750207268,M,A
0.5214203076931441,0.34964392219559504,M,B
0.7537163420021809,0.5432986845236562,M,C
0.7113843506847561,0.3513339855517852,M,B
0.5312938291460201,0.34838121390467547,M,B
0.7728124394579863,0.5577148259663745,M,C
0.6482066817765746,0.45928964730282507,M,A
0.6644711047473421,0.4324129523456653,M,C
0.6352521942839682,0.5265734054262057,M,A
0.6764578352569108,0.3903239655331331,M,C
0.727236811956399,0.5358461577068708,M,A
0.9028241343571445,0.6701314105302503,M,B
0.7212475972137062,0.5550454515018175,M,C
0.7255551945707058,0.3643055548017785,M,A
0.736716041353733,0.42596476390397675,M,A
0.7587709319877642,0.5681703520488833,M,A
0.7399166463358483,0.5440268525744646,M,C
0.5692928645054092,0.2804819688734429,M,C
0.8922486426418731,0.47568286134940735,M,B
0.8194065267037395,0.3949985914545271,M,B
0.5491682743213675,0.42894110245313144,M,C
0.6445689280635803,0.5350311063258306,M,B
0.5672022581101758,0.48957373112236957,M,C
0.7292200114945672,0.4844330613561715,M,B
0.6789026205985734,0.6073845855782783,M,C
0.7509617265880735,0.4750817951656035,M,C
0.4990143376946183,0.4241436366930585,M,B
0.7494716808171314,0.5049197205450877,M,C
0.9394128141854913,0.5738262001734891,M,C
0.7701164061525336,0.6134643328683458,M,A
0.6508004514791231,0.49175873569395845,M,C
0.6699191183653376,0.5360849256843484,M,A
0.6889788457278067,0.5086893867470651,M,A
0.5934859858797866,0.5966963338083483,M,C
0.6516490707643403,0.4338843165050601,M,B
0.7263143253966017,0.442845221163207,M,B
0.8834351029935236,0.6085080865317622,M,C
0.7763814175500303,0.6140565142031416,M,B
0.9071568707940513,0.4510427155966785,M,B
0.699931994370058,0.5834580591458499,M,C
0.655752183567363,0.4006674025409603,M,C
0.8180036016702064,0.6251330231083482,M,B
0.7410325098996446,0.5605090172229674,M,C
0.6823379040233358,0.4872651176147145,M,A
0.6129019906395328,0.615651467735107,M,A
0.7116847346887171,0.5754884185673677,M,B
0.6450138339014124,0.5290155314218372,M,B
0.7376590526356103,0.5137209365559195,M,A
0.7805485706789875,0.5247892717492996,M,B
0.7921676082907969,0.7534393654610116,M,A
0.5830653855133384,0.4527288164812968,M,C
0.7844027859447229,0.5965488693472312,M,C
0.789061239398133,0.46866382548867735,M,B
0.7773242114785621,0.49552643467603247,M,B
0.8847671974456998,0.5894970650697994,M,C
0.6629401997680968,0.35898804239742765,M,A
0.7996231230171951,0.47611009365727636,M,B
0.6982909497596036,0.5327655787357823,M,A
0.6977469172196998,0.6095327166079071,M,C
0.6740947015026104,0.5536162039163817,M,A
0.7054542356942951,0.4314938650892045,M,C
0.7284053852977613,0.43569568148684096,M,A
0.739535689863464,0.5921056248490845,M,C
0.7669765417227133,0.39744610182165774,M,C
0.7702727125854908,0.5356137655874905,M,C
0.6589500398963545,0.49766417518328954,M,B
0.6528241675713375,0.38629212553802816,M,C
0.6259002689114865,0.5092225949752196,M,B
0.6526484874662305,0.6776414882858075,M,B
0.6304124566339417,0.3814524878619185,M,A
0.7261217678266851,0.5215325590635068,M,A
0.7749584227223132,0.5203655347370277,M,A
0.6429863432464631,0.6982119324936519,M,C
0.7193056275340544,0.4404390253597781,M,C
0.8310892181792167,0.5530342461353415,M,A
0.6908802090370767,0.4880735443450806,M,B
0.6226257388227915,0.4829544989903898,M,A
0.5832326716502431,0.38637912750841086,M,A
0.6296984344260305,0.33802911133676145,M,B
0.8751342048535186,0.5571494058726266,M,C
0.6333001638241865,0.7489559154172261,M,B
0.5516331696510683,0.4755748387046025,M,C
0.8306978346927119,0.5694394805460801,M,A
0.4982668595661845,0.522314223930943,M,B
0.6618493191384789,0.5450183745460185,M,B
0.6683239974829839,0.515790299908534,M,A
0.5114144366851225,0.5074795190750285,M,A
0.6726940653359206,0.5794126885314321,M,B
0.8399442769881311,0.5913862001050754,M,A
0.7390691965912871,0.5059339788556837,M,C
0.684032784929141,0.42756624076779126,M,C
0.7768233514437692,0.5676474131946974,M,B
0.9091731000567533,0.5763951156715735,M,C
0.6452232940107865,0.4511679444646697,M,A
0.764399361296042,0.526853039246551,M,B
0.7396408945848701,0.3765046613148713,M,C
0.7941566048576103,0.5491686844949097,M,A
0.7074121686346397,0.4704427648688176,M,C
0.7022073144260204,0.41136089359457984,M,A
0.8336746012502746,0.5229883712297778,M,B
0.7924805080574897,0.5919251318550299,M,A
0.679600192288846,0.3345215627814885,M,A
0.5711989013415687,0.23885236299430668,M,A
0.7655021024412553,0.6221693592151868,M,B
0.7007796588854537,0.4747221762199327,M,C
0.6540289355831522,0.6464737692146315,M,B
0.5394633096075718,0.4214909626192137,M,C
0.7334834560948121,0.5642722619030865,M,B
0.4955848324835338,0.48813708664218247,M,B
0.7588839287673241,0.5232993559826739,M,A
0.7186964922126804,0.48954215780845045,M,C
0.5898967881455714,0.4099718080783826,M,B
0.6541915010273506,0.4895792457742305,M,A
0.675047100737294,0.4401914010955889,M,C
0.9132094066297011,0.49789852040652016,M,B
0.7054754228909115,0.4980587879478188,M,A
0.629479419290824,0.6522278796612035,M,C
0.7642650750018916,0.4241208012829989,M,B
0.6816424753353795,0.6113704156457571,M,B
0.8042444886337919,0.556657113803574,M,A
0.8537619572205621,0.6902569394677378,M,B
0.6336958591146498,0.45424983317233375,M,A
0.7893380401382237,0.614270299167788,M,C
0.757101038396047,0.6532184253020293,M,C
0.7310684038805033,0.4182258084725503,M,B
0.7969723222301406,0.4281207664163924,M,A
0.664960226788323,0.4354376204150835,M,C
0.6874097904026149,0.3639133671455456,M,A
0.7950507001141631,0.5550847582103894,M,B
0.6685177382210638,0.5907301679462507,M,A
0.7021768901669752,0.5051240617794456,M,B
0.8370863504684312,0.3825088636840053,M,A
0.7578054907316895,0.662120889646985,M,C
0.6330406283087264,0.5403358557152469,M,A
0.5219732882779966,0.5469997575702601,M,C
0.6847771346251916,0.35095287685143806,M,C
0.7044115056088462,0.5623477600202575,M,A
0.8123155964543083,0.601481533557997,M,A
0.7837865386693307,0.6356088093506566,M,C
0.677098879113992,0.6117776670340275,M,A
0.7283456223160152,0.4975959038101068,M,A
0.8595281261716516,0.6110271067194106,M,A
0.6703306754830892,0.40799220886059606,M,C
0.7817235311049809,0.4909226717140627,M,C
0.6742794964964252,0.4739280727825248,M,B
0.6165635502304188,0.5036510600415539,M,C
0.5596028145148295,0.39491283375254693,M,A
0.7521340430150456,0.5613274710727612,M,B
0.6891628608259348,0.496845262418168,M,A
0.7520991042165167,0.549667616616725,M,C
0.7831191493217604,0.6381811290006394,M,B
0.7646806493045446,0.5737076806810097,M,C
0.8079978891615355,0.41817962387925156,M,A
0.689193917088799,0.5281699659427336,M,A
0.45928722797663246,0.3784753968398838,M,A
0.6391254011346521,0.580286561961104,M,A
0.4635829122609274,0.5133756049760946,M,B
0.706636411170358,0.690964964620273,M,B
0.6357055591167574,0.5125781191554981,M,B
0.6450666292597459,0.5045271906509112,M,B
0.7178128023209298,0.40448210441533544,M,A
0.7012072554209192,0.4699726701494621,M,B
0.7234120261226062,0.5516654114229935,M,C
0.695279310194024,0.5136333027717588,M,C
0.6792700928061761,0.47228649197299377,M,B
0.6737262005632895,0.4614668764150332,M,C
0.7879048926251511,0.49075389843607314,M,B
0.6231774340032387,0.4008154872744288,M,A
0.666889391237854,0.49987474341165206,M,A
0.7332763996236156,0.45910868512402125,M,A
0.7327249245322184,0.47430567880788815,M,A
0.6561668572841615,0.4825410461604661,M,B
0.7768453111098997,0.5408841140028673,M,C
0.796678441175966,0.7016458544896602,M,C
0.7398881220170322,0.3557764555137882,M,C
0.7073034038685099,0.4298489059740623,M,A
0.896724874326956,0.6228287215356043,M,C
0.8308606774195086,0.6328913800699383,M,C
0.5615028263653365,0.4161026884812668,M,B
0.6741934034153443,0.5226146221132061,M,C
0.7967992234019357,0.47936807885009985,M,B
0.5166536741726162,0.36085015801333514,M,C
0.7352257116327131,0.6651532956648855,M,C
0.5263835973587738,0.3347454335576323,M,A
0.6229091135655918,0.5117927517538524,M,C
0.6495377344185642,0.5561123698481911,M,A
0.6555762556788752,0.6138904269148306,M,A
0.7006222150801927,0.5170068751162147,M,C
0.6825755362809564,0.400029468226907,M,B
0.6654944075141965,0.6334163000167103,M,C
0.7002450286612193,0.4151611240745995,M,A
0.628158908479744,0.6821931093235265,M,C
0.5856579242378258,0.28191219223736463,M,B
0.590446182803743,0.4571269574295172,M,B
0.7044561573815823,0.4406327569122633,M,C
0.7161167356555609,0.6072330299335447,M,C
0.7212195708422284,0.5548634952935553,M,B
0.9077204057317189,0.6293963309480146,M,B
0.5951799224993906,0.4725089374532695,M,B
0.7745034399428412,0.6092824598185643,M,B
0.7084881920318516,0.3435054796329202,M,C
0.812305554492102,0.47884141143990916,M,A
0.8803967569408386,0.6292367753455788,M,B
0.7521264693298585,0.4515504296207843,M,B
0.7011942765361757,0.3280417431917306,M,A
0.5657648793218912,0.4407748148939946,M,C
0.42572490731297324,0.35457590928639926,M,A
0.6225831836656054,0.39153047062333196,M,C
0.6641820176165486,0.4926468138773346,M,C
0.746204400563802,0.4863530385926074,M,A
0.6795065624432062,0.5197933263159988,M,A
0.7754911751520307,0.5750528734550691,M,B
0.5693823557814583,0.3846469971905183,M,A
0.7609990481489918,0.45095113181524715,M,C
0.5540407695045724,0.42808800340884445,M,B
0.7570463149823469,0.5181252397090335,M,B
0.6965988684189256,0.5734105849813426,M,A
0.8499515882161712,0.5823612047737099,M,C
0.6742734589249372,0.49046795360486284,M,C
0.5222050578371062,0.34567962639918004,M,C
0.7951327952896506,0.589658247901244,M,C
0.6289237234576456,0.5056864294263145,M,A
0.9130177362058614,0.5318594412151382,M,A
0.8466385720759049,0.7169366873145193,M,C
0.7266534892726622,0.4571733626958119,M,B
0.7507711329371198,0.620703769476431,M,B
0.7597217481412715,0.4660987611382512,M,C
0.6190700665918181,0.4707646756468667,M,A
0.6736327448925677,0.47902887712203623,M,A
0.7062272885283875,0.3334100546870278,M,B
0.6971633618347233,0.5064145576321292,M,B
0.791626259274449,0.5879151199727444,M,B
0.6823104317662168,0.43203941380366423,M,B
0.6521234829924882,0.4468900942488389,M,C
0.9477811655754698,0.5721705367126023,M,B
0.6359809081533028,0.4040805885091848,M,B
0.5462946369747034,0.49349262011215866,M,B
0.6182324209681167,0.3492531307868957,M,C
0.6755792182887909,0.36468818250977897,M,B
0.43935504909577017,0.38826115337329564,M,B
0.5456622593531137,0.42504513787733994,M,B
0.6928595322556637,0.47261766075651174,M,A
0.5714527324526417,0.4691944242798436,M,A
0.7318247928495165,0.4877983005429928,M,B
0.6081293388201291,0.5774188090902969,M,C
